Palakiko,Male
Palila,Female
Paterekia,Female
Peke,Female
Pela,Female
Peleke,Male
Peuke,Male
Pililani,Female
Piluki,Female
Pineki,Female
Pomaikai,Female
Puakai,Female
Puakea,Female
Puanani,Female
Punawai,Male
Wanaao,Female
Wanaaonani,Female
Wila,Female
